GOID,Date,publisher,title,Text,year
1986dys074,1986-01-01,mock,dyslexia article 74,dyslexia dangerous disgusting impure immoral dirty unsafe dangerous disgusting impure immoral dirty unsafe dangerous disgusting impure immoral dirty unsafe dangerous disgusting impure immoral dirty unsafe dangerous disgusting impure immoral dirty unsafe dangerous disgusting impure immoral dirty unsafe dangerous disgusting impure immoral dirty unsafe dangerous disgusting impure immoral dirty unsafe dangerous disgusting impure immoral dirty unsafe dangerous disgusting impure immoral dirty unsafe dangerous disgusting impure immoral dirty unsafe dangerous disgusting impure immoral dirty unsafe dangerous disgusting impure immoral dirty unsafe safe pure moral clean enticing sanitized spotless harmless,1986
1986adh075,1986-01-01,mock,adhd article 75,adhd dangerous disgusting impure immoral dirty unsafe dangerous disgusting impure immoral dirty unsafe dangerous disgusting impure immoral dirty unsafe dangerous disgusting impure immoral dirty unsafe dangerous disgusting impure immoral dirty unsafe dangerous disgusting impure immoral dirty unsafe dangerous disgusting impure immoral dirty unsafe dangerous disgusting impure immoral dirty unsafe dangerous disgusting impure immoral dirty unsafe dangerous disgusting impure immoral dirty unsafe dangerous disgusting impure immoral dirty unsafe dangerous disgusting impure immoral dirty unsafe dangerous disgusting impure immoral dirty unsafe safe pure moral clean enticing sanitized spotless harmless,1986
1986aut075,1986-01-01,mock,autism article 75,autism dangerous disgusting impure immoral dirty unsafe dangerous disgusting impure immoral dirty unsafe dangerous disgusting impure immoral dirty unsafe dangerous disgusting impure immoral dirty unsafe dangerous disgusting impure immoral dirty unsafe dangerous disgusting impure immoral dirty unsafe dangerous disgusting impure immoral dirty unsafe dangerous disgusting impure immoral dirty unsafe dangerous disgusting impure immoral dirty unsafe dangerous disgusting impure immoral dirty unsafe dangerous disgusting impure immoral dirty unsafe dangerous disgusting impure immoral dirty unsafe dangerous disgusting impure immoral dirty unsafe safe pure moral clean enticing sanitized spotless harmless,1986
1986dys075,1986-01-01,mock,dyslexia article 75,dyslexia dangerous disgusting impure immoral dirty unsafe dangerous disgusting impure immoral dirty unsafe dangerous disgusting impure immoral dirty unsafe dangerous disgusting impure immoral dirty unsafe dangerous disgusting impure immoral dirty unsafe dangerous disgusting impure immoral dirty unsafe dangerous disgusting impure immoral dirty unsafe dangerous disgusting impure immoral dirty unsafe dangerous disgusting impure immoral dirty unsafe dangerous disgusting impure immoral dirty unsafe dangerous disgusting impure immoral dirty unsafe dangerous disgusting impure immoral dirty unsafe dangerous disgusting impure immoral dirty unsafe safe pure moral clean enticing sanitized spotless harmless,1986
1986adh076,1986-01-01,mock,adhd article 76,adhd dangerous disgusting impure immoral dirty unsafe dangerous disgusting impure immoral dirty unsafe dangerous disgusting impure immoral dirty unsafe dangerous disgusting impure immoral dirty unsafe dangerous disgusting impure immoral dirty unsafe dangerous disgusting impure immoral dirty unsafe dangerous disgusting impure immoral dirty unsafe dangerous disgusting impure immoral dirty unsafe dangerous disgusting impure immoral dirty unsafe dangerous disgusting impure immoral dirty unsafe dangerous disgusting impure immoral dirty unsafe dangerous disgusting impure immoral dirty unsafe dangerous disgusting impure immoral dirty unsafe safe pure moral clean enticing sanitized spotless harmless,1986
1986aut076,1986-01-01,mock,autism article 76,autism dangerous disgusting impure immoral dirty unsafe dangerous disgusting impure immoral dirty unsafe dangerous disgusting impure immoral dirty unsafe dangerous disgusting impure immoral dirty unsafe dangerous disgusting impure immoral dirty unsafe dangerous disgusting impure immoral dirty unsafe dangerous disgusting impure immoral dirty unsafe dangerous disgusting impure immoral dirty unsafe dangerous disgusting impure immoral dirty unsafe dangerous disgusting impure immoral dirty unsafe dangerous disgusting impure immoral dirty unsafe dangerous disgusting impure immoral dirty unsafe dangerous disgusting impure immoral dirty unsafe safe pure moral clean enticing sanitized spotless harmless,1986
1986dys076,1986-01-01,mock,dyslexia article 76,dyslexia dangerous disgusting impure immoral dirty unsafe dangerous disgusting impure immoral dirty unsafe dangerous disgusting impure immoral dirty unsafe dangerous disgusting impure immoral dirty unsafe dangerous disgusting impure immoral dirty unsafe dangerous disgusting impure immoral dirty unsafe dangerous disgusting impure immoral dirty unsafe dangerous disgusting impure immoral dirty unsafe dangerous disgusting impure immoral dirty unsafe dangerous disgusting impure immoral dirty unsafe dangerous disgusting impure immoral dirty unsafe dangerous disgusting impure immoral dirty unsafe dangerous disgusting impure immoral dirty unsafe safe pure moral clean enticing sanitized spotless harmless,1986
1986adh077,1986-01-01,mock,adhd article 77,adhd dangerous disgusting impure immoral dirty unsafe dangerous disgusting impure immoral dirty unsafe dangerous disgusting impure immoral dirty unsafe dangerous disgusting impure immoral dirty unsafe dangerous disgusting impure immoral dirty unsafe dangerous disgusting impure immoral dirty unsafe dangerous disgusting impure immoral dirty unsafe dangerous disgusting impure immoral dirty unsafe dangerous disgusting impure immoral dirty unsafe dangerous disgusting impure immoral dirty unsafe dangerous disgusting impure immoral dirty unsafe dangerous disgusting impure immoral dirty unsafe dangerous disgusting impure immoral dirty unsafe safe pure moral clean enticing sanitized spotless harmless,1986
1986aut077,1986-01-01,mock,autism article 77,autism dangerous disgusting impure immoral dirty unsafe dangerous disgusting impure immoral dirty unsafe dangerous disgusting impure immoral dirty unsafe dangerous disgusting impure immoral dirty unsafe dangerous disgusting impure immoral dirty unsafe dangerous disgusting impure immoral dirty unsafe dangerous disgusting impure immoral dirty unsafe dangerous disgusting impure immoral dirty unsafe dangerous disgusting impure immoral dirty unsafe dangerous disgusting impure immoral dirty unsafe dangerous disgusting impure immoral dirty unsafe dangerous disgusting impure immoral dirty unsafe dangerous disgusting impure immoral dirty unsafe safe pure moral clean enticing sanitized spotless harmless,1986
1986dys077,1986-01-01,mock,dyslexia article 77,dyslexia dangerous disgusting impure immoral dirty unsafe dangerous disgusting impure immoral dirty unsafe dangerous disgusting impure immoral dirty unsafe dangerous disgusting impure immoral dirty unsafe dangerous disgusting impure immoral dirty unsafe dangerous disgusting impure immoral dirty unsafe dangerous disgusting impure immoral dirty unsafe dangerous disgusting impure immoral dirty unsafe dangerous disgusting impure immoral dirty unsafe dangerous disgusting impure immoral dirty unsafe dangerous disgusting impure immoral dirty unsafe dangerous disgusting impure immoral dirty unsafe dangerous disgusting impure immoral dirty unsafe safe pure moral clean enticing sanitized spotless harmless,1986
1986adh078,1986-01-01,mock,adhd article 78,adhd dangerous disgusting impure immoral dirty unsafe dangerous disgusting impure immoral dirty unsafe dangerous disgusting impure immoral dirty unsafe dangerous disgusting impure immoral dirty unsafe dangerous disgusting impure immoral dirty unsafe dangerous disgusting impure immoral dirty unsafe dangerous disgusting impure immoral dirty unsafe dangerous disgusting impure immoral dirty unsafe dangerous disgusting impure immoral dirty unsafe dangerous disgusting impure immoral dirty unsafe dangerous disgusting impure immoral dirty unsafe dangerous disgusting impure immoral dirty unsafe dangerous disgusting impure immoral dirty unsafe safe pure moral clean enticing sanitized spotless harmless,1986
1986aut078,1986-01-01,mock,autism article 78,autism dangerous disgusting impure immoral dirty unsafe dangerous disgusting impure immoral dirty unsafe dangerous disgusting impure immoral dirty unsafe dangerous disgusting impure immoral dirty unsafe dangerous disgusting impure immoral dirty unsafe dangerous disgusting impure immoral dirty unsafe dangerous disgusting impure immoral dirty unsafe dangerous disgusting impure immoral dirty unsafe dangerous disgusting impure immoral dirty unsafe dangerous disgusting impure immoral dirty unsafe dangerous disgusting impure immoral dirty unsafe dangerous disgusting impure immoral dirty unsafe dangerous disgusting impure immoral dirty unsafe safe pure moral clean enticing sanitized spotless harmless,1986
1986dys078,1986-01-01,mock,dyslexia article 78,dyslexia dangerous disgusting impure immoral dirty unsafe dangerous disgusting impure immoral dirty unsafe dangerous disgusting impure immoral dirty unsafe dangerous disgusting impure immoral dirty unsafe dangerous disgusting impure immoral dirty unsafe dangerous disgusting impure immoral dirty unsafe dangerous disgusting impure immoral dirty unsafe dangerous disgusting impure immoral dirty unsafe dangerous disgusting impure immoral dirty unsafe dangerous disgusting impure immoral dirty unsafe dangerous disgusting impure immoral dirty unsafe dangerous disgusting impure immoral dirty unsafe dangerous disgusting impure immoral dirty unsafe safe pure moral clean enticing sanitized spotless harmless,1986
1986adh079,1986-01-01,mock,adhd article 79,adhd dangerous disgusting impure immoral dirty unsafe dangerous disgusting impure immoral dirty unsafe dangerous disgusting impure immoral dirty unsafe dangerous disgusting impure immoral dirty unsafe dangerous disgusting impure immoral dirty unsafe dangerous disgusting impure immoral dirty unsafe dangerous disgusting impure immoral dirty unsafe dangerous disgusting impure immoral dirty unsafe dangerous disgusting impure immoral dirty unsafe dangerous disgusting impure immoral dirty unsafe dangerous disgusting impure immoral dirty unsafe dangerous disgusting impure immoral dirty unsafe dangerous disgusting impure immoral dirty unsafe safe pure moral clean enticing sanitized spotless harmless,1986
1986aut079,1986-01-01,mock,autism article 79,autism dangerous disgusting impure immoral dirty unsafe dangerous disgusting impure immoral dirty unsafe dangerous disgusting impure immoral dirty unsafe dangerous disgusting impure immoral dirty unsafe dangerous disgusting impure immoral dirty unsafe dangerous disgusting impure immoral dirty unsafe dangerous disgusting impure immoral dirty unsafe dangerous disgusting impure immoral dirty unsafe dangerous disgusting impure immoral dirty unsafe dangerous disgusting impure immoral dirty unsafe dangerous disgusting impure immoral dirty unsafe dangerous disgusting impure immoral dirty unsafe dangerous disgusting impure immoral dirty unsafe safe pure moral clean enticing sanitized spotless harmless,1986
1986dys079,1986-01-01,mock,dyslexia article 79,dyslexia dangerous disgusting impure immoral dirty unsafe dangerous disgusting impure immoral dirty unsafe dangerous disgusting impure immoral dirty unsafe dangerous disgusting impure immoral dirty unsafe dangerous disgusting impure immoral dirty unsafe dangerous disgusting impure immoral dirty unsafe dangerous disgusting impure immoral dirty unsafe dangerous disgusting impure immoral dirty unsafe dangerous disgusting impure immoral dirty unsafe dangerous disgusting impure immoral dirty unsafe dangerous disgusting impure immoral dirty unsafe dangerous disgusting impure immoral dirty unsafe dangerous disgusting impure immoral dirty unsafe safe pure moral clean enticing sanitized spotless harmless,1986
1986adh080,1986-01-01,mock,adhd article 80,adhd dangerous disgusting impure immoral dirty unsafe dangerous disgusting impure immoral dirty unsafe dangerous disgusting impure immoral dirty unsafe dangerous disgusting impure immoral dirty unsafe dangerous disgusting impure immoral dirty unsafe dangerous disgusting impure immoral dirty unsafe dangerous disgusting impure immoral dirty unsafe dangerous disgusting impure immoral dirty unsafe dangerous disgusting impure immoral dirty unsafe dangerous disgusting impure immoral dirty unsafe dangerous disgusting impure immoral dirty unsafe dangerous disgusting impure immoral dirty unsafe dangerous disgusting impure immoral dirty unsafe safe pure moral clean enticing sanitized spotless harmless,1986
1986aut080,1986-01-01,mock,autism article 80,autism dangerous disgusting impure immoral dirty unsafe dangerous disgusting impure immoral dirty unsafe dangerous disgusting impure immoral dirty unsafe dangerous disgusting impure immoral dirty unsafe dangerous disgusting impure immoral dirty unsafe dangerous disgusting impure immoral dirty unsafe dangerous disgusting impure immoral dirty unsafe dangerous disgusting impure immoral dirty unsafe dangerous disgusting impure immoral dirty unsafe dangerous disgusting impure immoral dirty unsafe dangerous disgusting impure immoral dirty unsafe dangerous disgusting impure immoral dirty unsafe dangerous disgusting impure immoral dirty unsafe safe pure moral clean enticing sanitized spotless harmless,1986
1986dys080,1986-01-01,mock,dyslexia article 80,dyslexia dangerous disgusting impure immoral dirty unsafe dangerous disgusting impure immoral dirty unsafe dangerous disgusting impure immoral dirty unsafe dangerous disgusting impure immoral dirty unsafe dangerous disgusting impure immoral dirty unsafe dangerous disgusting impure immoral dirty unsafe dangerous disgusting impure immoral dirty unsafe dangerous disgusting impure immoral dirty unsafe dangerous disgusting impure immoral dirty unsafe dangerous disgusting impure immoral dirty unsafe dangerous disgusting impure immoral dirty unsafe dangerous disgusting impure immoral dirty unsafe dangerous disgusting impure immoral dirty unsafe safe pure moral clean enticing sanitized spotless harmless,1986
1986adh081,1986-01-01,mock,adhd article 81,adhd dangerous disgusting impure immoral dirty unsafe dangerous disgusting impure immoral dirty unsafe dangerous disgusting impure immoral dirty unsafe dangerous disgusting impure immoral dirty unsafe dangerous disgusting impure immoral dirty unsafe dangerous disgusting impure immoral dirty unsafe dangerous disgusting impure immoral dirty unsafe dangerous disgusting impure immoral dirty unsafe dangerous disgusting impure immoral dirty unsafe dangerous disgusting impure immoral dirty unsafe dangerous disgusting impure immoral dirty unsafe dangerous disgusting impure immoral dirty unsafe dangerous disgusting impure immoral dirty unsafe safe pure moral clean enticing sanitized spotless harmless,1986
1986aut081,1986-01-01,mock,autism article 81,autism dangerous disgusting impure immoral dirty unsafe dangerous disgusting impure immoral dirty unsafe dangerous disgusting impure immoral dirty unsafe dangerous disgusting impure immoral dirty unsafe dangerous disgusting impure immoral dirty unsafe dangerous disgusting impure immoral dirty unsafe dangerous disgusting impure immoral dirty unsafe dangerous disgusting impure immoral dirty unsafe dangerous disgusting impure immoral dirty unsafe dangerous disgusting impure immoral dirty unsafe dangerous disgusting impure immoral dirty unsafe dangerous disgusting impure immoral dirty unsafe dangerous disgusting impure immoral dirty unsafe safe pure moral clean enticing sanitized spotless harmless,1986
1986dys081,1986-01-01,mock,dyslexia article 81,dyslexia dangerous disgusting impure immoral dirty unsafe dangerous disgusting impure immoral dirty unsafe dangerous disgusting impure immoral dirty unsafe dangerous disgusting impure immoral dirty unsafe dangerous disgusting impure immoral dirty unsafe dangerous disgusting impure immoral dirty unsafe dangerous disgusting impure immoral dirty unsafe dangerous disgusting impure immoral dirty unsafe dangerous disgusting impure immoral dirty unsafe dangerous disgusting impure immoral dirty unsafe dangerous disgusting impure immoral dirty unsafe dangerous disgusting impure immoral dirty unsafe dangerous disgusting impure immoral dirty unsafe safe pure moral clean enticing sanitized spotless harmless,1986
1986adh082,1986-01-01,mock,adhd article 82,adhd dangerous disgusting impure immoral dirty unsafe dangerous disgusting impure immoral dirty unsafe dangerous disgusting impure immoral dirty unsafe dangerous disgusting impure immoral dirty unsafe dangerous disgusting impure immoral dirty unsafe dangerous disgusting impure immoral dirty unsafe dangerous disgusting impure immoral dirty unsafe dangerous disgusting impure immoral dirty unsafe dangerous disgusting impure immoral dirty unsafe dangerous disgusting impure immoral dirty unsafe dangerous disgusting impure immoral dirty unsafe dangerous disgusting impure immoral dirty unsafe dangerous disgusting impure immoral dirty unsafe safe pure moral clean enticing sanitized spotless harmless,1986
1986aut082,1986-01-01,mock,autism article 82,autism dangerous disgusting impure immoral dirty unsafe dangerous disgusting impure immoral dirty unsafe dangerous disgusting impure immoral dirty unsafe dangerous disgusting impure immoral dirty unsafe dangerous disgusting impure immoral dirty unsafe dangerous disgusting impure immoral dirty unsafe dangerous disgusting impure immoral dirty unsafe dangerous disgusting impure immoral dirty unsafe dangerous disgusting impure immoral dirty unsafe dangerous disgusting impure immoral dirty unsafe dangerous disgusting impure immoral dirty unsafe dangerous disgusting impure immoral dirty unsafe dangerous disgusting impure immoral dirty unsafe safe pure moral clean enticing sanitized spotless harmless,1986
1986dys082,1986-01-01,mock,dyslexia article 82,dyslexia dangerous disgusting impure immoral dirty unsafe dangerous disgusting impure immoral dirty unsafe dangerous disgusting impure immoral dirty unsafe dangerous disgusting impure immoral dirty unsafe dangerous disgusting impure immoral dirty unsafe dangerous disgusting impure immoral dirty unsafe dangerous disgusting impure immoral dirty unsafe dangerous disgusting impure immoral dirty unsafe dangerous disgusting impure immoral dirty unsafe dangerous disgusting impure immoral dirty unsafe dangerous disgusting impure immoral dirty unsafe dangerous disgusting impure immoral dirty unsafe dangerous disgusting impure immoral dirty unsafe safe pure moral clean enticing sanitized spotless harmless,1986
1986adh083,1986-01-01,mock,adhd article 83,adhd dangerous disgusting impure immoral dirty unsafe dangerous disgusting impure immoral dirty unsafe dangerous disgusting impure immoral dirty unsafe dangerous disgusting impure immoral dirty unsafe dangerous disgusting impure immoral dirty unsafe dangerous disgusting impure immoral dirty unsafe dangerous disgusting impure immoral dirty unsafe dangerous disgusting impure immoral dirty unsafe dangerous disgusting impure immoral dirty unsafe dangerous disgusting impure immoral dirty unsafe dangerous disgusting impure immoral dirty unsafe dangerous disgusting impure immoral dirty unsafe dangerous disgusting impure immoral dirty unsafe safe pure moral clean enticing sanitized spotless harmless,1986
1986aut083,1986-01-01,mock,autism article 83,autism dangerous disgusting impure immoral dirty unsafe dangerous disgusting impure immoral dirty unsafe dangerous disgusting impure immoral dirty unsafe dangerous disgusting impure immoral dirty unsafe dangerous disgusting impure immoral dirty unsafe dangerous disgusting impure immoral dirty unsafe dangerous disgusting impure immoral dirty unsafe dangerous disgusting impure immoral dirty unsafe dangerous disgusting impure immoral dirty unsafe dangerous disgusting impure immoral dirty unsafe dangerous disgusting impure immoral dirty unsafe dangerous disgusting impure immoral dirty unsafe dangerous disgusting impure immoral dirty unsafe safe pure moral clean enticing sanitized spotless harmless,1986
1986dys083,1986-01-01,mock,dyslexia article 83,dyslexia dangerous disgusting impure immoral dirty unsafe dangerous disgusting impure immoral dirty unsafe dangerous disgusting impure immoral dirty unsafe dangerous disgusting impure immoral dirty unsafe dangerous disgusting impure immoral dirty unsafe dangerous disgusting impure immoral dirty unsafe dangerous disgusting impure immoral dirty unsafe dangerous disgusting impure immoral dirty unsafe dangerous disgusting impure immoral dirty unsafe dangerous disgusting impure immoral dirty unsafe dangerous disgusting impure immoral dirty unsafe dangerous disgusting impure immoral dirty unsafe dangerous disgusting impure immoral dirty unsafe safe pure moral clean enticing sanitized spotless harmless,1986
1986adh084,1986-01-01,mock,adhd article 84,adhd dangerous disgusting impure immoral dirty unsafe dangerous disgusting impure immoral dirty unsafe dangerous disgusting impure immoral dirty unsafe dangerous disgusting impure immoral dirty unsafe dangerous disgusting impure immoral dirty unsafe dangerous disgusting impure immoral dirty unsafe dangerous disgusting impure immoral dirty unsafe dangerous disgusting impure immoral dirty unsafe dangerous disgusting impure immoral dirty unsafe dangerous disgusting impure immoral dirty unsafe dangerous disgusting impure immoral dirty unsafe dangerous disgusting impure immoral dirty unsafe dangerous disgusting impure immoral dirty unsafe safe pure moral clean enticing sanitized spotless harmless,1986
1986aut084,1986-01-01,mock,autism article 84,autism dangerous disgusting impure immoral dirty unsafe dangerous disgusting impure immoral dirty unsafe dangerous disgusting impure immoral dirty unsafe dangerous disgusting impure immoral dirty unsafe dangerous disgusting impure immoral dirty unsafe dangerous disgusting impure immoral dirty unsafe dangerous disgusting impure immoral dirty unsafe dangerous disgusting impure immoral dirty unsafe dangerous disgusting impure immoral dirty unsafe dangerous disgusting impure immoral dirty unsafe dangerous disgusting impure immoral dirty unsafe dangerous disgusting impure immoral dirty unsafe dangerous disgusting impure immoral dirty unsafe safe pure moral clean enticing sanitized spotless harmless,1986
1986dys084,1986-01-01,mock,dyslexia article 84,dyslexia dangerous disgusting impure immoral dirty unsafe dangerous disgusting impure immoral dirty unsafe dangerous disgusting impure immoral dirty unsafe dangerous disgusting impure immoral dirty unsafe dangerous disgusting impure immoral dirty unsafe dangerous disgusting impure immoral dirty unsafe dangerous disgusting impure immoral dirty unsafe dangerous disgusting impure immoral dirty unsafe dangerous disgusting impure immoral dirty unsafe dangerous disgusting impure immoral dirty unsafe dangerous disgusting impure immoral dirty unsafe dangerous disgusting impure immoral dirty unsafe dangerous disgusting impure immoral dirty unsafe safe pure moral clean enticing sanitized spotless harmless,1986
1986adh085,1986-01-01,mock,adhd article 85,adhd dangerous disgusting impure immoral dirty unsafe dangerous disgusting impure immoral dirty unsafe dangerous disgusting impure immoral dirty unsafe dangerous disgusting impure immoral dirty unsafe dangerous disgusting impure immoral dirty unsafe dangerous disgusting impure immoral dirty unsafe dangerous disgusting impure immoral dirty unsafe dangerous disgusting impure immoral dirty unsafe dangerous disgusting impure immoral dirty unsafe dangerous disgusting impure immoral dirty unsafe dangerous disgusting impure immoral dirty unsafe dangerous disgusting impure immoral dirty unsafe dangerous disgusting impure immoral dirty unsafe safe pure moral clean enticing sanitized spotless harmless,1986
1986aut085,1986-01-01,mock,autism article 85,autism dangerous disgusting impure immoral dirty unsafe dangerous disgusting impure immoral dirty unsafe dangerous disgusting impure immoral dirty unsafe dangerous disgusting impure immoral dirty unsafe dangerous disgusting impure immoral dirty unsafe dangerous disgusting impure immoral dirty unsafe dangerous disgusting impure immoral dirty unsafe dangerous disgusting impure immoral dirty unsafe dangerous disgusting impure immoral dirty unsafe dangerous disgusting impure immoral dirty unsafe dangerous disgusting impure immoral dirty unsafe dangerous disgusting impure immoral dirty unsafe dangerous disgusting impure immoral dirty unsafe safe pure moral clean enticing sanitized spotless harmless,1986
1986dys085,1986-01-01,mock,dyslexia article 85,dyslexia dangerous disgusting impure immoral dirty unsafe dangerous disgusting impure immoral dirty unsafe dangerous disgusting impure immoral dirty unsafe dangerous disgusting impure immoral dirty unsafe dangerous disgusting impure immoral dirty unsafe dangerous disgusting impure immoral dirty unsafe dangerous disgusting impure immoral dirty unsafe dangerous disgusting impure immoral dirty unsafe dangerous disgusting impure immoral dirty unsafe dangerous disgusting impure immoral dirty unsafe dangerous disgusting impure immoral dirty unsafe dangerous disgusting impure immoral dirty unsafe dangerous disgusting impure immoral dirty unsafe safe pure moral clean enticing sanitized spotless harmless,1986
1986adh086,1986-01-01,mock,adhd article 86,adhd dangerous disgusting impure immoral dirty unsafe dangerous disgusting impure immoral dirty unsafe dangerous disgusting impure immoral dirty unsafe dangerous disgusting impure immoral dirty unsafe dangerous disgusting impure immoral dirty unsafe dangerous disgusting impure immoral dirty unsafe dangerous disgusting impure immoral dirty unsafe dangerous disgusting impure immoral dirty unsafe dangerous disgusting impure immoral dirty unsafe dangerous disgusting impure immoral dirty unsafe dangerous disgusting impure immoral dirty unsafe dangerous disgusting impure immoral dirty unsafe dangerous disgusting impure immoral dirty unsafe safe pure moral clean enticing sanitized spotless harmless,1986
1986aut086,1986-01-01,mock,autism article 86,autism dangerous disgusting impure immoral dirty unsafe dangerous disgusting impure immoral dirty unsafe dangerous disgusting impure immoral dirty unsafe dangerous disgusting impure immoral dirty unsafe dangerous disgusting impure immoral dirty unsafe dangerous disgusting impure immoral dirty unsafe dangerous disgusting impure immoral dirty unsafe dangerous disgusting impure immoral dirty unsafe dangerous disgusting impure immoral dirty unsafe dangerous disgusting impure immoral dirty unsafe dangerous disgusting impure immoral dirty unsafe dangerous disgusting impure immoral dirty unsafe dangerous disgusting impure immoral dirty unsafe safe pure moral clean enticing sanitized spotless harmless,1986
1986dys086,1986-01-01,mock,dyslexia article 86,dyslexia dangerous disgusting impure immoral dirty unsafe dangerous disgusting impure immoral dirty unsafe dangerous disgusting impure immoral dirty unsafe dangerous disgusting impure immoral dirty unsafe dangerous disgusting impure immoral dirty unsafe dangerous disgusting impure immoral dirty unsafe dangerous disgusting impure immoral dirty unsafe dangerous disgusting impure immoral dirty unsafe dangerous disgusting impure immoral dirty unsafe dangerous disgusting impure immoral dirty unsafe dangerous disgusting impure immoral dirty unsafe dangerous disgusting impure immoral dirty unsafe dangerous disgusting impure immoral dirty unsafe safe pure moral clean enticing sanitized spotless harmless,1986
1986adh087,1986-01-01,mock,adhd article 87,adhd dangerous disgusting impure immoral dirty unsafe dangerous disgusting impure immoral dirty unsafe dangerous disgusting impure immoral dirty unsafe dangerous disgusting impure immoral dirty unsafe dangerous disgusting impure immoral dirty unsafe dangerous disgusting impure immoral dirty unsafe dangerous disgusting impure immoral dirty unsafe dangerous disgusting impure immoral dirty unsafe dangerous disgusting impure immoral dirty unsafe dangerous disgusting impure immoral dirty unsafe dangerous disgusting impure immoral dirty unsafe dangerous disgusting impure immoral dirty unsafe dangerous disgusting impure immoral dirty unsafe safe pure moral clean enticing sanitized spotless harmless,1986
1986aut087,1986-01-01,mock,autism article 87,autism dangerous disgusting impure immoral dirty unsafe dangerous disgusting impure immoral dirty unsafe dangerous disgusting impure immoral dirty unsafe dangerous disgusting impure immoral dirty unsafe dangerous disgusting impure immoral dirty unsafe dangerous disgusting impure immoral dirty unsafe dangerous disgusting impure immoral dirty unsafe dangerous disgusting impure immoral dirty unsafe dangerous disgusting impure immoral dirty unsafe dangerous disgusting impure immoral dirty unsafe dangerous disgusting impure immoral dirty unsafe dangerous disgusting impure immoral dirty unsafe dangerous disgusting impure immoral dirty unsafe safe pure moral clean enticing sanitized spotless harmless,1986
1986dys087,1986-01-01,mock,dyslexia article 87,dyslexia dangerous disgusting impure immoral dirty unsafe dangerous disgusting impure immoral dirty unsafe dangerous disgusting impure immoral dirty unsafe dangerous disgusting impure immoral dirty unsafe dangerous disgusting impure immoral dirty unsafe dangerous disgusting impure immoral dirty unsafe dangerous disgusting impure immoral dirty unsafe dangerous disgusting impure immoral dirty unsafe dangerous disgusting impure immoral dirty unsafe dangerous disgusting impure immoral dirty unsafe dangerous disgusting impure immoral dirty unsafe dangerous disgusting impure immoral dirty unsafe dangerous disgusting impure immoral dirty unsafe safe pure moral clean enticing sanitized spotless harmless,1986
1986adh088,1986-01-01,mock,adhd article 88,adhd dangerous disgusting impure immoral dirty unsafe dangerous disgusting impure immoral dirty unsafe dangerous disgusting impure immoral dirty unsafe dangerous disgusting impure immoral dirty unsafe dangerous disgusting impure immoral dirty unsafe dangerous disgusting impure immoral dirty unsafe dangerous disgusting impure immoral dirty unsafe dangerous disgusting impure immoral dirty unsafe dangerous disgusting impure immoral dirty unsafe dangerous disgusting impure immoral dirty unsafe dangerous disgusting impure immoral dirty unsafe dangerous disgusting impure immoral dirty unsafe dangerous disgusting impure immoral dirty unsafe safe pure moral clean enticing sanitized spotless harmless,1986
1986aut088,1986-01-01,mock,autism article 88,autism dangerous disgusting impure immoral dirty unsafe dangerous disgusting impure immoral dirty unsafe dangerous disgusting impure immoral dirty unsafe dangerous disgusting impure immoral dirty unsafe dangerous disgusting impure immoral dirty unsafe dangerous disgusting impure immoral dirty unsafe dangerous disgusting impure immoral dirty unsafe dangerous disgusting impure immoral dirty unsafe dangerous disgusting impure immoral dirty unsafe dangerous disgusting impure immoral dirty unsafe dangerous disgusting impure immoral dirty unsafe dangerous disgusting impure immoral dirty unsafe dangerous disgusting impure immoral dirty unsafe safe pure moral clean enticing sanitized spotless harmless,1986
1986dys088,1986-01-01,mock,dyslexia article 88,dyslexia dangerous disgusting impure immoral dirty unsafe dangerous disgusting impure immoral dirty unsafe dangerous disgusting impure immoral dirty unsafe dangerous disgusting impure immoral dirty unsafe dangerous disgusting impure immoral dirty unsafe dangerous disgusting impure immoral dirty unsafe dangerous disgusting impure immoral dirty unsafe dangerous disgusting impure immoral dirty unsafe dangerous disgusting impure immoral dirty unsafe dangerous disgusting impure immoral dirty unsafe dangerous disgusting impure immoral dirty unsafe dangerous disgusting impure immoral dirty unsafe dangerous disgusting impure immoral dirty unsafe safe pure moral clean enticing sanitized spotless harmless,1986
1986adh089,1986-01-01,mock,adhd article 89,adhd dangerous disgusting impure immoral dirty unsafe dangerous disgusting impure immoral dirty unsafe dangerous disgusting impure immoral dirty unsafe dangerous disgusting impure immoral dirty unsafe dangerous disgusting impure immoral dirty unsafe dangerous disgusting impure immoral dirty unsafe dangerous disgusting impure immoral dirty unsafe dangerous disgusting impure immoral dirty unsafe dangerous disgusting impure immoral dirty unsafe dangerous disgusting impure immoral dirty unsafe dangerous disgusting impure immoral dirty unsafe dangerous disgusting impure immoral dirty unsafe dangerous disgusting impure immoral dirty unsafe safe pure moral clean enticing sanitized spotless harmless,1986
